src_ip,src_port,dst_ip,dst_port,proto,pktTotalCount,octetTotalCount,min_ps,max_ps,avg_ps,std_dev_ps,flowStart,flowEnd,flowDuration,min_piat,max_piat,avg_piat,std_dev_piat,f_pktTotalCount,f_octetTotalCount,f_min_ps,f_max_ps,f_avg_ps,f_std_dev_ps,f_flowStart,f_flowEnd,f_flowDuration,f_min_piat,f_max_piat,f_avg_piat,f_std_dev_piat,b_pktTotalCount,b_octetTotalCount,b_min_ps,b_max_ps,b_avg_ps,b_std_dev_ps,b_flowStart,b_flowEnd,b_flowDuration,b_min_piat,b_max_piat,b_avg_piat,b_std_dev_piat
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,53655,2800:5f0:1000:10::2,53,17,2,156,54,102,78,24,1669046186,1669046186,0.009380817,0.009380817,0.009380817,0.009380817,0,1,54,54,54,54,0,1669046186,1669046186,0,0,0,0,0,1,102,102,102,102,0,1669046186,1669046186,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,59602,2800:5f0:1000:10::2,53,17,2,192,54,138,96,42,1669046186,1669046186,0.009221077,0.009221077,0.009221077,0.009221077,0,1,54,54,54,54,0,1669046186,1669046186,0,0,0,0,0,1,138,138,138,138,0,1669046186,1669046186,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,54209,2800:5f0:800:10::2,53,17,1,45,45,45,45,0,1669046186,1669046186,0,0,0,0,0,1,45,45,45,45,0,1669046186,1669046186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,64596,2800:5f0:800:10::2,53,17,1,45,45,45,45,0,1669046186,1669046186,0,0,0,0,0,1,45,45,45,45,0,1669046186,1669046186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,50764,2800:5f0:1000:10::2,53,17,2,110,39,71,55,16,1669046186,1669046186,0.00531888,0.00531888,0.00531888,0.00531888,0,1,39,39,39,39,0,1669046186,1669046186,0,0,0,0,0,1,71,71,71,71,0,1669046186,1669046186,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,54336,2800:5f0:1000:10::2,53,17,2,160,39,121,80,41,1669046186,1669046186,0.070096016,0.070096016,0.070096016,0.070096016,0,1,39,39,39,39,0,1669046186,1669046186,0,0,0,0,0,1,121,121,121,121,0,1669046186,1669046186,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,54336,2800:5f0:800:10::2,53,17,1,39,39,39,39,0,1669046186,1669046186,0,0,0,0,0,1,39,39,39,39,0,1669046186,1669046186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192.168.1.5,52621,54.175.191.203,443,6,22,8847,40,1492,402.1363636,499.5716616,1669046186,1669046187,0.484188795,0,0.118606806,0.023056609,0.037061388,8,2520,40,826,315,330.1866896,1669046186,1669046187,0.365581989,0.00156498,0.118749142,0.052225998,0.043052017,14,6327,40,1492,451.9285714,568.3901407,1669046186,1669046187,0.407895803,0,0.155469894,0.0313766,0.050169223
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52624,2406:da00:ff00::22c0:3470,443,6,37,7490,20,1440,202.4324324,370.0387518,1669046187,1669046190,2.941267014,0,1.69114399,0.081701861,0.285128156,19,2131,20,543,112.1578947,155.8478553,1669046187,1669046190,2.941267014,2.38E-05,1.69114399,0.163403723,0.388149118,18,5359,20,1440,297.7222222,488.0002056,1669046187,1669046190,2.863142014,0,1.859613895,0.168420118,0.447969995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52625,2406:da00:ff00::36ec:507a,443,6,19,7731,20,1440,406.8947368,518.1166191,1669046188,1669046189,0.618868828,0,0.118149042,0.034381602,0.043771529,9,1044,20,296,116,112.9080255,1669046188,1669046189,0.618868828,0.004135847,0.139229059,0.077358603,0.044890492,10,6687,20,1440,668.7,594.8714231,1669046188,1669046189,0.438043118,0,0.120656967,0.048671458,0.05119242
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,49476,2800:5f0:1000:10::2,53,17,2,118,51,67,59,8,1669046189,1669046189,0.091081142,0.091081142,0.091081142,0.091081142,0,1,51,51,51,51,0,1669046189,1669046189,0,0,0,0,0,1,67,67,67,67,0,1669046189,1669046189,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,64259,2800:5f0:1000:10::2,53,17,2,130,51,79,65,14,1669046189,1669046189,0.072681904,0.072681904,0.072681904,0.072681904,0,1,51,51,51,51,0,1669046189,1669046189,0,0,0,0,0,1,79,79,79,79,0,1669046189,1669046189,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,64259,2800:5f0:800:10::2,53,17,1,51,51,51,51,0,1669046189,1669046189,0,0,0,0,0,1,51,51,51,51,0,1669046189,1669046189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,49476,2800:5f0:800:10::2,53,17,1,51,51,51,51,0,1669046189,1669046189,0,0,0,0,0,1,51,51,51,51,0,1669046189,1669046189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,51343,2800:3f0:4005:405::200e,443,17,31,16120,33,1238,520,537.8662143,1669046189,1669046190,0.828939915,0,0.33969903,0.02763133,0.067724527,16,6167,41,1238,385.4375,500.8029763,1669046189,1669046190,0.716738939,4.32E-05,0.340272903,0.047782596,0.089655245,15,9953,33,1238,663.5333333,538.9312716,1669046189,1669046190,0.735185862,0,0.365345001,0.052513276,0.096830917
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,61402,2800:5f0:1000:10::2,53,17,2,246,39,207,123,84,1669046192,1669046192,0.054244995,0.054244995,0.054244995,0.054244995,0,1,39,39,39,39,0,1669046192,1669046192,0,0,0,0,0,1,207,207,207,207,0,1669046192,1669046192,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,61402,2800:5f0:800:10::2,53,17,1,39,39,39,39,0,1669046192,1669046192,0,0,0,0,0,1,39,39,39,39,0,1669046192,1669046192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52628,2406:da00:ff00::22c0:3470,443,6,39,10076,20,1440,258.3589744,440.3474437,1669046192,1669046195,2.910464048,0,1.616018057,0.076591159,0.271498084,19,2086,20,543,109.7894737,155.0322815,1669046192,1669046195,2.910464048,1.69E-05,1.616018057,0.161692447,0.377504456,20,7990,20,1440,399.5,560.7077224,1669046192,1669046195,2.83672595,0,1.798580885,0.149301366,0.416437356
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52629,2406:da00:ff00::36ec:507a,443,6,21,7799,20,1440,371.3809524,497.1292326,1669046193,1669046194,0.627592087,0,0.119498014,0.031379604,0.041759141,10,1064,20,296,106.4,110.918168,1669046193,1669046194,0.627592087,0.001983881,0.171806097,0.069732454,0.052943585,11,6735,20,1440,612.2727273,582.0334403,1669046193,1669046194,0.453644037,0,0.121573925,0.045364404,0.048457066
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,54158,2800:5f0:1000:10::2,53,17,2,114,49,65,57,8,1669046194,1669046194,0.010222912,0.010222912,0.010222912,0.010222912,0,1,49,49,49,49,0,1669046194,1669046194,0,0,0,0,0,1,65,65,65,65,0,1669046194,1669046194,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,64594,2800:3f0:4005:40b::200e,443,17,18,6113,33,1238,339.6111111,444.274207,1669046194,1669046195,0.360249043,0,0.115149021,0.02119112,0.035308388,8,2083,41,1238,260.375,398.2800326,1669046194,1669046195,0.26374197,0.000129938,0.160217047,0.037677424,0.053537386,10,4030,33,1238,403,468.3383392,1669046194,1669046195,0.244431019,0,0.096936941,0.027159002,0.033506867
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52632,2406:da00:ff00::22c0:3470,443,6,38,7298,20,1440,192.0526316,351.9836231,1669046197,1669046200,3.022141933,0,1.705840111,0.081679512,0.285300877,19,2128,20,543,112,155.7876422,1669046197,1669046200,3.009246111,3.00E-05,1.705840111,0.167180339,0.393371061,19,5170,20,1440,272.1052632,459.0188501,1669046197,1669046200,2.938641787,0,1.878396034,0.163257877,0.442546674
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,61186,2800:5f0:1000:10::2,53,17,2,170,43,127,85,42,1669046198,1669046198,0.053843021,0.053843021,0.053843021,0.053843021,0,1,43,43,43,43,0,1669046198,1669046198,0,0,0,0,0,1,127,127,127,127,0,1669046198,1669046198,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,61186,2800:5f0:800:10::2,53,17,1,43,43,43,43,0,1669046198,1669046198,0,0,0,0,0,1,43,43,43,43,0,1669046198,1669046198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52633,2406:da00:ff00::1714:aa06,443,6,19,7757,20,1440,408.2631579,519.3172483,1669046198,1669046199,0.653102875,0,0.116764069,0.036283493,0.044308019,9,1044,20,296,116,112.9080255,1669046198,1669046199,0.653102875,0.005098104,0.168517113,0.081637859,0.050504587,10,6713,20,1440,671.3,595.7130265,1669046198,1669046199,0.476315022,0,0.11868,0.052923891,0.051124478
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52636,2406:da00:ff00::22c0:3470,443,6,35,7742,20,1440,221.2,396.1664008,1669046202,1669046203,1.166059017,0,0.568082809,0.034295853,0.098256204,18,1953,20,543,108.5,159.1205867,1669046202,1669046203,1.166059017,3.00E-05,0.568082809,0.068591707,0.132187254,17,5789,20,1440,340.5294118,518.2964309,1669046202,1669046203,1.069801092,0,0.644170046,0.066862568,0.153412376
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52639,2406:da00:ff00::22c0:3470,443,6,27,5845,20,1440,216.4814815,371.9833101,1669046205,1669046205,0.443011999,0,0.074784994,0.017038923,0.029510619,14,1838,20,543,131.2857143,173.3474746,1669046205,1669046205,0.443011999,1.69E-05,0.134268999,0.034077846,0.043881013,13,4007,20,1440,308.2307692,488.6631928,1669046205,1669046205,0.315212011,0,0.082762957,0.026267668,0.035982961
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,58540,2800:5f0:1000:10::2,53,17,2,189,56,133,94.5,38.5,1669046205,1669046205,0.00297904,0.00297904,0.00297904,0.00297904,0,1,56,56,56,56,0,1669046205,1669046205,0,0,0,0,0,1,133,133,133,133,0,1669046205,1669046205,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192.168.1.5,52640,151.101.1.195,443,6,21,10256,40,1492,488.3809524,597.6585644,1669046205,1669046206,0.375964165,0,0.098731041,0.018798208,0.028190685,8,1717,40,828,214.625,285.2248839,1669046205,1669046206,0.373381138,0.003556013,0.159339905,0.053340163,0.046890217,13,8539,40,1492,656.8461538,672.64116,1669046205,1669046206,0.326848984,0,0.098731041,0.027237415,0.033480222
