src_ip,src_port,dst_ip,dst_port,proto,pktTotalCount,octetTotalCount,min_ps,max_ps,avg_ps,std_dev_ps,flowStart,flowEnd,flowDuration,min_piat,max_piat,avg_piat,std_dev_piat
2406:da00:ff00::22c0:3470,443,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52577,6,15,4328,20,1440,288.53333333333336,460.6092873092721,1669046140.243001,1669046142.441319,2.1983180046081543,0.0,1.8407838344573975,0.15702271461486816,0.46845249121448046
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52578,2406:da00:ff00::36ec:507a,443,6,10,1064,20,296,106.4,110.91816803391589,1669046141.62929,1669046142.297554,0.6682639122009277,0.0022509098052978516,0.16104698181152344,0.07425154580010308,0.053312212847367244
2406:da00:ff00::36ec:507a,443,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52578,6,11,6734,20,1440,612.1818181818181,581.9932549096515,1669046141.734007,1669046142.200874,0.46686720848083496,0.0,0.12577199935913086,0.04668672084808349,0.05120517364132298
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52249,2800:3f0:4005:401::2004,443,6,12,1118,20,380,93.16666666666667,129.43649236423073,1669046144.396863,1669046189.050926,44.6540629863739,1.2874603271484375e-05,44.4077730178833,4.059460271488536,12.759340914843126
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52532,2800:3f0:4005:404::200e,443,6,4,84,21,21,21.0,0.0,1669046144.397078,1669046189.496817,45.09973907470703,7.867813110351562e-06,45.0997040271759,15.033246358235678,21.260196103967374
2800:3f0:4005:404::200e,443,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52532,6,2,64,32,32,32.0,0.0,1669046144.490901,1669046189.583584,45.09268307685852,45.09268307685852,45.09268307685852,45.09268307685852,0.0
2800:3f0:4005:401::2004,443,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52249,6,8,937,20,676,117.125,211.84218034895696,1669046144.493606,1669046189.14925,44.655643939971924,0.0,44.40628695487976,6.379377705710275,15.524516815895566
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52299,2800:3f0:4005:40a::200e,443,6,4,84,21,21,21.0,0.0,1669046144.52195,1669046189.62253,45.10057997703552,1.7881393432617188e-05,45.1005380153656,15.03352665901184,21.260587620090828
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52581,2406:da00:ff00::22c0:3470,443,6,38,4160,20,543,109.47368421052632,154.93780362355005,1669046144.574554,1669046147.424081,2.84952712059021,5.0067901611328125e-06,1.6293938159942627,0.07701424650243811,0.27595319969504284
2800:3f0:4005:40a::200e,443,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52299,6,2,64,32,32,32.0,0.0,1669046144.616049,1669046189.714997,45.09894800186157,45.09894800186157,45.09894800186157,45.09894800186157,0.0
2406:da00:ff00::22c0:3470,443,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52581,6,20,6039,20,1440,301.95,490.0656563155594,1669046144.650346,1669046147.424708,2.7743618488311768,0.0,1.789971113204956,0.1460190446753251,0.4126595661046816
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,59384,2800:5f0:1000:10::2,53,17,2,112,56,56,56.0,0.0,1669046144.794454,1669046144.794472,1.7881393432617188e-05,1.7881393432617188e-05,1.7881393432617188e-05,1.7881393432617188e-05,0.0
2800:5f0:1000:10::2,53,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,59384,17,1,133,133,133,133,0.0,1669046144.800756,1669046144.800756,0,0,0,0,0
192.168.1.5,52582,151.101.1.195,443,6,16,3434,40,828,214.625,285.2248838635928,1669046144.802482,1669046145.212343,0.40986108779907227,6.9141387939453125e-06,0.17701983451843262,0.02732407251993815,0.04615978422790033
151.101.1.195,443,192.168.1.5,52582,6,13,8539,40,1492,656.8461538461538,672.6411600381846,1669046144.859226,1669046145.212069,0.3528430461883545,0.0,0.12839698791503906,0.029403587182362873,0.03917035629905348
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52497,2620:1ec:a92::175,443,6,4,84,21,21,21.0,0.0,1669046145.096109,1669046190.16877,45.07266116142273,2.2172927856445312e-05,45.07261300086975,15.02422038714091,21.247422180923486
2620:1ec:a92::175,443,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52497,6,2,64,32,32,32.0,0.0,1669046145.160239,1669046190.216056,45.05581712722778,45.05581712722778,45.05581712722778,45.05581712722778,0.0
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,58386,2800:5f0:1000:10::2,53,17,2,98,49,49,49.0,0.0,1669046145.42511,1669046145.425125,1.4781951904296875e-05,1.4781951904296875e-05,1.4781951904296875e-05,1.4781951904296875e-05,0.0
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,64252,2800:5f0:1000:10::2,53,17,2,98,49,49,49.0,0.0,1669046145.425326,1669046145.425335,8.821487426757812e-06,8.821487426757812e-06,8.821487426757812e-06,8.821487426757812e-06,0.0
2800:5f0:1000:10::2,53,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,58386,17,1,242,242,242,242,0.0,1669046145.430607,1669046145.430607,0,0,0,0,0
2800:5f0:1000:10::2,53,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,64252,17,1,198,198,198,198,0.0,1669046145.430607,1669046145.430607,0,0,0,0,0
192.168.1.5,52583,44.211.12.112,443,6,18,3874,40,670,215.22222222222223,249.48737566715468,1669046145.432415,1669046155.843169,10.410753965377808,6.198883056640625e-06,9.998879194259644,0.6123972920810475,2.3468946619081543
44.211.12.112,443,192.168.1.5,52583,6,13,8113,40,1492,624.0769230769231,635.0059311096068,1669046145.514887,1669046155.842981,10.328094005584717,0.0,9.998844146728516,0.8606745004653931,2.7555072387466772
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,53696,2800:5f0:1000:10::2,53,17,2,90,45,45,45.0,0.0,1669046145.846008,1669046145.846022,1.3828277587890625e-05,1.3828277587890625e-05,1.3828277587890625e-05,1.3828277587890625e-05,0.0
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,57955,2800:5f0:1000:10::2,53,17,2,90,45,45,45.0,0.0,1669046145.846114,1669046145.846121,7.152557373046875e-06,7.152557373046875e-06,7.152557373046875e-06,7.152557373046875e-06,0.0
2800:5f0:1000:10::2,53,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,57955,17,1,123,123,123,123,0.0,1669046145.872151,1669046145.872151,0,0,0,0,0
2800:5f0:1000:10::2,53,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,53696,17,1,173,173,173,173,0.0,1669046145.872151,1669046145.872151,0,0,0,0,0
192.168.1.5,52584,54.86.105.5,443,6,18,4014,40,746,223.0,265.141471671257,1669046145.873054,1669046156.291115,10.418061017990112,6.198883056640625e-06,9.994876861572266,0.6128271187053007,2.3458094187368
54.86.105.5,443,192.168.1.5,52584,6,14,9358,40,1492,668.4285714285714,663.1931106705017,1669046145.945362,1669046156.290849,10.345486879348755,0.0,9.994844913482666,0.7958066830268273,2.6558310639255653
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52585,2406:da00:ff00::36ec:507a,443,6,18,2088,20,296,116.0,112.90802549961727,1669046146.015851,1669046146.6365,0.6206488609313965,7.867813110351562e-06,0.1377120018005371,0.03650875652537627,0.049349762524895695
2406:da00:ff00::36ec:507a,443,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52585,6,10,6714,20,1440,671.4,595.8760273748223,1669046146.094878,1669046146.538776,0.44389796257019043,0.0,0.11868691444396973,0.04932199584113227,0.05115779269236831
192.168.1.5,52284,151.101.4.157,443,6,4,164,41,41,41.0,0.0,1669046148.02399,1669046193.106088,45.08209800720215,2.288818359375e-05,45.08204913139343,15.027366002400717,21.25187024692371
192.168.1.5,52289,104.244.43.131,443,6,4,164,41,41,41.0,0.0,1669046148.039146,1669046193.106089,45.06694316864014,2.002716064453125e-05,45.066899061203,15.022314389546713,21.24472955926163
151.101.4.157,443,192.168.1.5,52284,6,2,104,52,52,52.0,0.0,1669046148.097111,1669046193.154984,45.057873010635376,45.057873010635376,45.057873010635376,45.057873010635376,0.0
104.244.43.131,443,192.168.1.5,52289,6,2,104,52,52,52.0,0.0,1669046148.103031,1669046193.159938,45.056907176971436,45.056907176971436,45.056907176971436,45.056907176971436,0.0
192.168.1.5,57959,239.255.255.250,1900,17,8,1624,203,203,203.0,0.0,1669046148.167727,1669046151.207987,3.040260076522827,5.0067901611328125e-06,1.0201389789581299,0.4343228680746896,0.5015140446288331
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,61384,2607:f8b0:400c:c02::bc,5228,6,4,84,21,21,21.0,0.0,1669046149.409525,1669046194.482227,45.072702169418335,1.9073486328125e-05,45.07265901565552,15.024234056472778,21.24744505261332
192.168.1.5,52330,104.192.142.12,443,6,6,242,40,41,40.333333333333336,0.4714045207910317,1669046149.439498,1669046178.929786,29.490288019180298,2.002716064453125e-05,29.41292905807495,5.89805760383606,11.757473814398418
2607:f8b0:400c:c02::bc,5228,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,61384,6,2,64,32,32,32.0,0.0,1669046149.471021,1669046194.542826,45.071805000305176,45.071805000305176,45.071805000305176,45.071805000305176,0.0
104.192.142.12,443,192.168.1.5,52330,6,4,235,40,79,58.75,14.446020213193666,1669046149.512665,1669046178.929168,29.416502952575684,0.0,29.337001085281372,9.805500984191895,13.81089430572521
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52588,2406:da00:ff00::22c0:3470,443,6,38,4160,20,543,109.47368421052632,154.93780362355005,1669046149.535149,1669046152.489751,2.954602003097534,2.86102294921875e-06,1.6712701320648193,0.07985410819182524,0.28258919782063635
2406:da00:ff00::22c0:3470,443,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52588,6,19,6459,20,1440,339.94736842105266,514.9342802915636,1669046149.611145,1669046152.49081,2.879664897918701,0.0,1.8492510318756104,0.1599813832177056,0.43562896362846193
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52589,2406:da00:ff00::36ec:507a,443,6,20,2128,20,296,106.4,110.91816803391588,1669046151.064207,1669046151.677834,0.6136269569396973,9.059906005859375e-06,0.15056800842285156,0.03229615562840512,0.04783318843155902
2406:da00:ff00::36ec:507a,443,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52589,6,11,6733,20,1440,612.0909090909091,581.8516609685846,1669046151.144291,1669046151.577617,0.43332600593566895,0.0,0.11977195739746094,0.043332600593566896,0.048087503306527356
192.168.1.5,52281,66.110.49.116,443,6,2,82,41,41,41.0,0.0,1669046153.863253,1669046153.863276,2.288818359375e-05,2.288818359375e-05,2.288818359375e-05,2.288818359375e-05,0.0
66.110.49.116,443,192.168.1.5,52281,6,1,40,40,40,40,0.0,1669046153.967201,1669046153.967201,0,0,0,0,0
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52592,2406:da00:ff00::22c0:3470,443,6,32,3992,20,543,124.75,164.33141057022544,1669046154.582516,1669046156.832664,2.250148057937622,1.9073486328125e-06,1.6337471008300781,0.07258542122379426,0.28809469213603506
2406:da00:ff00::22c0:3470,443,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52592,6,15,4350,20,1440,290.0,460.42646897559365,1669046154.661944,1669046156.830503,2.1685590744018555,0.0,1.8199830055236816,0.15489707674298966,0.4631671692306053
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,65228,2800:5f0:1000:10::2,53,17,2,96,48,48,48.0,0.0,1669046155.848342,1669046155.848356,1.4066696166992188e-05,1.4066696166992188e-05,1.4066696166992188e-05,1.4066696166992188e-05,0.0
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,62976,2800:5f0:1000:10::2,53,17,2,96,48,48,48.0,0.0,1669046155.848633,1669046155.848644,1.0967254638671875e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.0967254638671875e-05,0.0
2800:5f0:1000:10::2,53,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,65228,17,1,176,176,176,176,0.0,1669046155.865058,1669046155.865058,0,0,0,0,0
2800:5f0:1000:10::2,53,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,62976,17,1,135,135,135,135,0.0,1669046155.866158,1669046155.866158,0,0,0,0,0
192.168.1.5,52593,3.214.164.250,443,6,42,27114,40,1500,645.5714285714286,627.2655374096115,1669046155.867176,1669046204.785708,48.91853189468384,0.0,32.962027072906494,1.1931349242605813,5.4725555969476085
3.214.164.250,443,192.168.1.5,52593,6,19,8295,40,1492,436.57894736842104,531.55217754377,1669046155.940184,1669046204.73458,48.7943959236145,0.0,33.10342597961426,2.710799773534139,8.051110343475601
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52594,2406:da00:ff00::36ec:507a,443,6,18,2088,20,296,116.0,112.90802549961727,1669046156.041955,1669046156.657071,0.6151161193847656,1.1920928955078125e-05,0.15151000022888184,0.03618330114028033,0.049957393846759825
2406:da00:ff00::36ec:507a,443,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52594,6,10,6716,20,1440,671.6,582.7272432279102,1669046156.117039,1669046156.558357,0.4413180351257324,0.0,0.11950492858886719,0.049035337236192494,0.04927347101837257
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,54989,2800:3f0:4005:400::200a,443,17,16,4182,41,1238,261.375,399.3134537866211,1669046156.772597,1669046157.024858,0.2522609233856201,4.0531158447265625e-06,0.15367484092712402,0.016817394892374674,0.03895552646442221
2800:3f0:4005:400::200a,443,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,54989,17,10,4045,33,1238,404.5,469.1774184676837,1669046156.885387,1669046157.117557,0.23217010498046875,0.0,0.09317898750305176,0.025796678331163194,0.03179070291936917
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52597,2406:da00:ff00::22c0:3470,443,6,52,4250,20,543,81.73076923076923,138.8550870767816,1669046158.958542,1669046160.43391,1.475367784500122,1.9073486328125e-06,0.6501250267028809,0.02892878008823769,0.09469474902051188
2406:da00:ff00::22c0:3470,443,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52597,6,106,133904,20,1440,1263.245283018868,455.12032021650765,1669046159.03469,1669046160.433747,1.399057149887085,0.0,0.7438480854034424,0.013324353808448429,0.0745807323733877
192.168.1.5,54990,216.239.35.12,123,17,2,152,76,76,76.0,0.0,1669046159.064836,1669046159.064851,1.5020370483398438e-05,1.5020370483398438e-05,1.5020370483398438e-05,1.5020370483398438e-05,0.0
216.239.35.12,123,192.168.1.5,54990,17,1,76,76,76,76,0.0,1669046159.137235,1669046159.137235,0,0,0,0,0
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52231,2800:3f0:4005:407::200e,443,6,4,84,21,21,21.0,0.0,1669046159.170529,1669046204.271414,45.10088515281677,2.002716064453125e-05,45.100829124450684,15.033628384272257,21.26072153467835
2800:3f0:4005:407::200e,443,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52231,6,2,64,32,32,32.0,0.0,1669046159.258555,1669046204.36579,45.107234954833984,45.107234954833984,45.107234954833984,45.107234954833984,0.0
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52600,2406:da00:ff00::22c0:3470,443,6,32,4016,20,543,125.5,164.47682207533072,1669046162.495942,1669046165.426798,2.9308559894561768,1.9073486328125e-06,1.6023578643798828,0.09454374159536054,0.3172183542323611
2406:da00:ff00::22c0:3470,443,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52600,6,13,4287,20,1440,329.7692307692308,483.6710824272332,1669046162.569498,1669046165.424729,2.8552310466766357,0.0,1.7827908992767334,0.23793592055638632,0.5081265580926158
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52380,2600:9000:2353:5000:e:8ad6:4240:93a1,443,6,12,792,20,164,66.0,54.81179921634879,1669046162.810996,1669046184.502781,21.691784858703613,9.059906005859375e-06,20.746782064437866,1.9719804417003284,5.941234036529787
2600:9000:2353:5000:e:8ad6:4240:93a1,443,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52380,6,7,1191,20,521,170.14285714285714,221.6389783740529,1669046162.861239,1669046184.455653,21.594413995742798,0.0,20.759972095489502,3.5990689992904663,7.68063526800224
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52433,2800:3f0:4005:40c::2003,443,6,3,63,21,21,21.0,0.0,1669046163.69249,1669046208.794321,45.10183095932007,2.6941299438476562e-05,45.10180401802063,22.550915479660034,22.550888538360596
2800:3f0:4005:40c::2003,443,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52433,6,2,64,32,32,32.0,0.0,1669046163.789182,1669046208.891359,45.102177143096924,45.102177143096924,45.102177143096924,45.102177143096924,0.0
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52601,2406:da00:ff00::36ec:507a,443,6,18,2088,20,296,116.0,112.90802549961727,1669046163.910056,1669046164.52587,0.6158139705657959,4.0531158447265625e-06,0.15410494804382324,0.0362243512097527,0.05004909774105481
2406:da00:ff00::36ec:507a,443,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52601,6,10,6714,20,1440,671.4,582.5348401597968,1669046163.990352,1669046164.430876,0.4405241012573242,0.0,0.12290692329406738,0.048947122361924916,0.05005766734757842
192.168.1.5,52383,13.35.116.76,443,6,10,1776,40,653,177.6,238.26338367445382,1669046164.541152,1669046185.903179,21.362026929855347,1.1920928955078125e-05,21.270344018936157,2.3735585477617054,6.681076466957562
13.35.116.76,443,192.168.1.5,52383,6,7,1534,40,1212,219.14285714285714,405.59741777546174,1669046164.600732,1669046185.954237,21.35350489616394,0.0,21.262763023376465,3.55891748269399,7.917424322848671
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52386,2600:9000:2486:e800:10:5be3:f900:93a1,443,6,2,42,21,21,21.0,0.0,1669046164.758468,1669046164.758487,1.9073486328125e-05,1.9073486328125e-05,1.9073486328125e-05,1.9073486328125e-05,0.0
2600:9000:2486:e800:10:5be3:f900:93a1,443,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52386,6,1,32,32,32,32,0.0,1669046164.808686,1669046164.808686,0,0,0,0,0
192.168.1.5,52387,104.192.142.15,443,6,14,1504,40,329,107.42857142857143,97.17856486585792,1669046165.736914,1669046187.529321,21.792407035827637,2.86102294921875e-06,21.58964204788208,1.6763390027559721,5.748589302047059
104.192.142.15,443,192.168.1.5,52387,6,7,2690,40,1492,384.2857142857143,548.0992387425877,1669046165.811168,1669046187.650857,21.839689016342163,0.0,21.59362506866455,3.6399481693903604,8.029316927109328
192.168.1.5,52496,40.64.128.224,443,6,2,82,41,41,41.0,0.0,1669046166.018305,1669046166.018327,2.193450927734375e-05,2.193450927734375e-05,2.193450927734375e-05,2.193450927734375e-05,0.0
40.64.128.224,443,192.168.1.5,52496,6,1,52,52,52,52,0.0,1669046166.137275,1669046166.137275,0,0,0,0,0
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,59644,2800:5f0:1000:10::2,53,17,2,78,39,39,39.0,0.0,1669046167.55614,1669046167.556158,1.811981201171875e-05,1.811981201171875e-05,1.811981201171875e-05,1.811981201171875e-05,0.0
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,59644,2800:5f0:800:10::2,53,17,2,78,39,39,39.0,0.0,1669046167.592664,1669046167.592678,1.4066696166992188e-05,1.4066696166992188e-05,1.4066696166992188e-05,1.4066696166992188e-05,0.0
2800:5f0:1000:10::2,53,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,59644,17,1,55,55,55,55,0.0,1669046167.638006,1669046167.638006,0,0,0,0,0
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52604,2406:da00:ff00::22c0:3470,443,6,32,4076,20,543,127.375,164.90447045183464,1669046167.640483,1669046169.913005,2.272522211074829,3.814697265625e-06,1.6161201000213623,0.07330716809918804,0.2845814218855035
2406:da00:ff00::22c0:3470,443,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52604,6,16,4350,20,1440,271.875,451.2175022924089,1669046167.718041,1669046169.910545,2.1925041675567627,0.0,1.7829740047454834,0.14616694450378417,0.43868484156752674
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52605,2406:da00:ff00::36ec:507a,443,6,18,2088,20,296,116.0,112.90802549961727,1669046169.149079,1669046169.756702,0.6076228618621826,5.9604644775390625e-06,0.13164186477661133,0.03574252128601074,0.048186247752286956
2406:da00:ff00::36ec:507a,443,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52605,6,10,6715,20,1440,671.5,582.6721633989391,1669046169.226267,1669046169.66267,0.4364027976989746,0.0,0.11975598335266113,0.04848919974433051,0.05225840396228543
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52608,2406:da00:ff00::22c0:3470,443,6,66,4726,20,543,71.60606060606061,125.6669333798165,1669046172.063065,1669046175.333777,3.270711898803711,2.86102294921875e-06,1.6547198295593262,0.05031864459698017,0.218545218844502
2406:da00:ff00::22c0:3470,443,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52608,6,140,183057,20,1440,1307.55,399.3557190740391,1669046172.136622,1669046175.333672,3.197050094604492,0.0,1.8287811279296875,0.023000360392838072,0.16685451247603153
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52609,2406:da00:ff00::36ec:507a,443,6,18,2088,20,296,116.0,112.90802549961727,1669046173.512473,1669046174.162519,0.6500458717346191,1.0013580322265625e-05,0.1531679630279541,0.038237992454977596,0.052939776571423444
2406:da00:ff00::36ec:507a,443,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52609,6,10,6716,20,1440,671.6,582.551662945013,1669046173.589658,1669046174.066707,0.4770488739013672,0.0,0.13968610763549805,0.05300543043348524,0.052378500453481795
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,59653,2800:5f0:1000:10::2,53,17,2,80,40,40,40.0,0.0,1669046176.594758,1669046176.594771,1.2874603271484375e-05,1.2874603271484375e-05,1.2874603271484375e-05,1.2874603271484375e-05,0.0
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,59523,2800:5f0:1000:10::2,53,17,2,80,40,40,40.0,0.0,1669046176.595148,1669046176.595159,1.0967254638671875e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.0967254638671875e-05,0.0
2800:5f0:1000:10::2,53,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,59653,17,1,162,162,162,162,0.0,1669046176.598491,1669046176.598491,0,0,0,0,0
2800:5f0:1000:10::2,53,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,59523,17,1,172,172,172,172,0.0,1669046176.598491,1669046176.598491,0,0,0,0,0
192.168.1.5,52610,200.110.126.59,443,6,16,1706,40,254,106.625,85.92574919661743,1669046176.601862,1669046176.641631,0.03976893424987793,4.0531158447265625e-06,0.011085987091064453,0.0026512622833251955,0.0036262255618557154
200.110.126.59,443,192.168.1.5,52610,6,14,11145,40,1492,796.0714285714286,668.6195228427978,1669046176.609065,1669046176.641517,0.03245186805725098,0.0,0.006947994232177734,0.00249629754286546,0.0029826979724130996
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52613,2406:da00:ff00::22c0:3470,443,6,32,4016,20,543,125.5,164.47682207533072,1669046177.432397,1669046179.778835,2.34643816947937,1.9073486328125e-06,1.7040929794311523,0.07569155385417323,0.29992175139469424
2406:da00:ff00::22c0:3470,443,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52613,6,15,4339,20,1440,289.26666666666665,461.17855785175254,1669046177.508412,1669046179.776598,2.268186092376709,0.0,1.8794848918914795,0.16201329231262207,0.47788455099667904
192.168.1.5,59527,239.255.255.250,1900,17,8,1584,198,198,198.0,0.0,1669046177.563079,1669046180.583285,3.0202059745788574,4.76837158203125e-06,1.009810209274292,0.4314579963684082,0.4982032352642534
192.168.1.5,59531,239.255.255.250,1900,17,8,1624,203,203,203.0,0.0,1669046177.859306,1669046180.888474,3.029167890548706,5.9604644775390625e-06,1.0117990970611572,0.43273827007838656,0.49967049402110225
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,53952,2800:5f0:1000:10::2,53,17,2,86,43,43,43.0,0.0,1669046179.017061,1669046179.017075,1.4066696166992188e-05,1.4066696166992188e-05,1.4066696166992188e-05,1.4066696166992188e-05,0.0
2800:5f0:1000:10::2,53,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,53952,17,1,91,91,91,91,0.0,1669046179.019684,1669046179.019684,0,0,0,0,0
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52614,2406:da00:ff00::36ec:507a,443,6,20,2128,20,296,106.4,110.91816803391588,1669046179.027209,1669046179.622787,0.5955779552459717,5.9604644775390625e-06,0.14852499961853027,0.03134620817084061,0.046716755156560166
2406:da00:ff00::36ec:507a,443,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52614,6,11,6736,20,1440,612.3636363636364,569.6168206031574,1669046179.10097,1669046179.522125,0.4211549758911133,0.0,0.11709904670715332,0.04211549758911133,0.04693081812428432
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,55247,2800:5f0:1000:10::2,53,17,2,116,58,58,58.0,0.0,1669046179.269778,1669046179.269796,1.7881393432617188e-05,1.7881393432617188e-05,1.7881393432617188e-05,1.7881393432617188e-05,0.0
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,51035,2800:5f0:1000:10::2,53,17,2,116,58,58,58.0,0.0,1669046179.270017,1669046179.270029,1.2159347534179688e-05,1.2159347534179688e-05,1.2159347534179688e-05,1.2159347534179688e-05,0.0
2800:5f0:1000:10::2,53,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,51035,17,1,142,142,142,142,0.0,1669046179.276789,1669046179.276789,0,0,0,0,0
2800:5f0:1000:10::2,53,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,55247,17,1,186,186,186,186,0.0,1669046179.276789,1669046179.276789,0,0,0,0,0
192.168.1.5,52615,34.204.156.177,443,6,26,4760,40,549,183.07692307692307,183.14200523866782,1669046179.277603,1669046195.039099,15.76149606704712,7.867813110351562e-06,15.080934047698975,0.6304598426818848,2.9500285994559623
34.204.156.177,443,192.168.1.5,52615,6,12,7864,40,1492,655.3333333333334,616.0326470425266,1669046179.352102,1669046194.985419,15.633316993713379,0.0,15.215750932693481,1.4212106357921253,4.362395752837256
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,56855,2800:5f0:1000:10::2,53,17,2,86,43,43,43.0,0.0,1669046179.802408,1669046179.802423,1.5020370483398438e-05,1.5020370483398438e-05,1.5020370483398438e-05,1.5020370483398438e-05,0.0
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,62532,2800:5f0:1000:10::2,53,17,2,86,43,43,43.0,0.0,1669046179.802543,1669046179.802559,1.5974044799804688e-05,1.5974044799804688e-05,1.5974044799804688e-05,1.5974044799804688e-05,0.0
2800:5f0:1000:10::2,53,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,56855,17,1,91,91,91,91,0.0,1669046179.818478,1669046179.818478,0,0,0,0,0
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,62532,2800:5f0:800:10::2,53,17,2,86,43,43,43.0,0.0,1669046179.829429,1669046179.829452,2.3126602172851562e-05,2.3126602172851562e-05,2.3126602172851562e-05,2.3126602172851562e-05,0.0
2800:5f0:1000:10::2,53,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,62532,17,1,121,121,121,121,0.0,1669046179.8668,1669046179.8668,0,0,0,0,0
192.168.1.5,52616,104.192.142.13,443,6,48,31512,40,1500,656.5,664.8789363485656,1669046179.867828,1669046180.850515,0.9826869964599609,0.0,0.3134119510650635,0.020908233967233212,0.0554911189603722
