src_ip,src_port,dst_ip,dst_port,proto,pktTotalCount,octetTotalCount,min_ps,max_ps,avg_ps,std_dev_ps,flowStart,flowEnd,flowDuration,min_piat,max_piat,avg_piat,std_dev_piat,f_pktTotalCount,f_octetTotalCount,f_min_ps,f_max_ps,f_avg_ps,f_std_dev_ps,f_flowStart,f_flowEnd,f_flowDuration,f_min_piat,f_max_piat,f_avg_piat,f_std_dev_piat,b_pktTotalCount,b_octetTotalCount,b_min_ps,b_max_ps,b_avg_ps,b_std_dev_ps,b_flowStart,b_flowEnd,b_flowDuration,b_min_piat,b_max_piat,b_avg_piat,b_std_dev_piat
192.168.170.132,34198,192.168.170.133,80,6,11,2627,52,2008,238.8181818181818,559.9546764421399,1675311808.430445,1675311808.803265,0.3728201389312744,0.00011205673217773438,0.2048630714416504,0.03728201389312744,0.061311300275171565,6,403,52,135,67.16666666666667,30.476311383688735,1675311808.430445,1675311808.803103,0.37265801429748535,0.0006511211395263672,0.20583891868591309,0.07453160285949707,0.06944920311570892,5,2224,52,2008,444.8,781.606141224594,1675311808.430557,1675311808.803265,0.3727080821990967,0.00016498565673828125,0.2048630714416504,0.09317702054977417,0.07400292587512926
192.168.170.132,34202,192.168.170.133,80,6,11,2627,52,2008,238.8181818181818,559.9546764421399,1675311808.432446,1675311808.648093,0.21564698219299316,9.989738464355469e-05,0.06032681465148926,0.021564698219299315,0.026556684568999952,6,403,52,135,67.16666666666667,30.476311383688735,1675311808.432446,1675311808.647992,0.2155458927154541,0.0004570484161376953,0.06032681465148926,0.04310917854309082,0.022309816647216638,5,2224,52,2008,444.8,781.606141224594,1675311808.432546,1675311808.648093,0.2155470848083496,0.00013494491577148438,0.10206794738769531,0.0538867712020874,0.03614624825306085
192.168.170.132,34212,192.168.170.133,80,6,11,2627,52,2008,238.8181818181818,559.9546764421399,1675311808.434015,1675311808.708172,0.2741570472717285,9.202957153320312e-05,0.11752915382385254,0.027415704727172852,0.038133826918637,6,403,52,135,67.16666666666667,30.476311383688735,1675311808.434015,1675311808.708053,0.27403807640075684,0.0005300045013427734,0.11822390556335449,0.054807615280151364,0.03795368485557308,5,2224,52,2008,444.8,781.606141224594,1675311808.434107,1675311808.708172,0.2740650177001953,0.00017189979553222656,0.11752915382385254,0.06851625442504883,0.04561791447262021
192.168.170.132,34222,192.168.170.133,80,6,11,2627,52,2008,238.8181818181818,559.9546764421399,1675311808.435387,1675311808.700295,0.2649080753326416,8.821487426757812e-05,0.10967612266540527,0.02649080753326416,0.03618388986753044,6,403,52,135,67.16666666666667,30.476311383688735,1675311808.435387,1675311808.700184,0.2647972106933594,0.0005850791931152344,0.11052298545837402,0.052959442138671875,0.035420776205444066,5,2224,52,2008,444.8,781.606141224594,1675311808.435475,1675311808.700295,0.264819860458374,0.0001900196075439453,0.10967612266540527,0.0662049651145935,0.04366040294158174
192.168.170.132,34232,192.168.170.133,80,6,11,2627,52,2008,238.8181818181818,559.9546764421399,1675311808.437235,1675311808.618183,0.18094778060913086,9.489059448242188e-05,0.05867290496826172,0.018094778060913086,0.02421363555311674,6,403,52,135,67.16666666666667,30.476311383688735,1675311808.437235,1675311808.618088,0.18085289001464844,0.0006148815155029297,0.05867290496826172,0.036170578002929686,0.022911589663307873,5,2224,52,2008,444.8,781.606141224594,1675311808.437371,1675311808.618183,0.18081188201904297,0.000370025634765625,0.10284996032714844,0.04520297050476074,0.03958444138426294
192.168.170.132,34248,192.168.170.133,80,6,11,2627,52,2008,238.8181818181818,559.9546764421399,1675311808.439049,1675311808.67428,0.2352309226989746,0.00011110305786132812,0.0717918872833252,0.02352309226989746,0.028505467883998187,6,403,52,135,67.16666666666667,30.476311383688735,1675311808.439049,1675311808.67414,0.235090970993042,0.0006089210510253906,0.0726318359375,0.0470181941986084,0.024645976779062467,5,2224,52,2008,444.8,781.606141224594,1675311808.43916,1675311808.67428,0.23511981964111328,0.004188060760498047,0.10153794288635254,0.05877995491027832,0.035281789114322136
192.168.170.132,34254,192.168.170.133,80,6,11,2627,52,2008,238.8181818181818,559.9546764421399,1675311808.440882,1675311808.728087,0.2872049808502197,8.296966552734375e-05,0.12894916534423828,0.028720498085021973,0.04096676719172546,6,403,52,135,67.16666666666667,30.476311383688735,1675311808.440882,1675311808.727965,0.28708314895629883,0.00036597251892089844,0.12969613075256348,0.05741662979125976,0.04181173901159777,5,2224,52,2008,444.8,781.606141224594,1675311808.440965,1675311808.728087,0.2871220111846924,0.0001380443572998047,0.12894916534423828,0.0717805027961731,0.048923915794564
192.168.170.132,34264,192.168.170.133,80,6,11,2627,52,2008,238.8181818181818,559.9546764421399,1675311808.442341,1675311808.75259,0.31024885177612305,8.893013000488281e-05,0.15272998809814453,0.031024885177612305,0.0469056094748873,6,403,52,135,67.16666666666667,30.476311383688735,1675311808.442341,1675311808.752493,0.3101518154144287,0.0006709098815917969,0.15346097946166992,0.062030363082885745,0.05022286701437768,5,2224,52,2008,444.8,781.606141224594,1675311808.44243,1675311808.75259,0.31015992164611816,0.00015401840209960938,0.15272998809814453,0.07753998041152954,0.05659728229997712
192.168.170.132,34276,192.168.170.133,80,6,11,2627,52,2008,238.8181818181818,559.9546764421399,1675311808.44438,1675311808.7767,0.332319974899292,9.5367431640625e-07,0.1787400245666504,0.0332319974899292,0.05359985484935107,6,403,52,135,67.16666666666667,30.476311383688735,1675311808.44438,1675311808.776594,0.3322138786315918,0.0005478858947753906,0.17926692962646484,0.06644277572631836,0.05981374890250607,5,2224,52,2008,444.8,781.606141224594,1675311808.44447,1675311808.7767,0.3322300910949707,9.5367431640625e-07,0.1787400245666504,0.08305752277374268,0.06578961962731417
192.168.170.132,34284,192.168.170.133,80,6,11,2627,52,2008,238.8181818181818,559.9546764421399,1675311808.446082,1675311808.800758,0.3546757698059082,2.1457672119140625e-06,0.2025740146636963,0.03546757698059082,0.06008955069573252,6,403,52,135,67.16666666666667,30.476311383688735,1675311808.446082,1675311808.800647,0.354564905166626,0.0006639957427978516,0.2032768726348877,0.07091298103332519,0.06903460279240804,5,2224,52,2008,444.8,781.606141224594,1675311808.446187,1675311808.800758,0.3545708656311035,2.1457672119140625e-06,0.2025740146636963,0.08864271640777588,0.07488383109822097
